artist,album,album_id,year,tracknum,title,length
David Bowie,Changesbowie,e25a48ce-50bc-31e5-9710-8f4802aa18e7,1990,13,Ashes to Ashes,265000
David Bowie,Changesbowie,e25a48ce-50bc-31e5-9710-8f4802aa18e7,1990,14,Fashion,289000
David Bowie,Changesbowie,e25a48ce-50bc-31e5-9710-8f4802aa18e7,1990,15,Lets Dance,250000
David Bowie,Changesbowie,e25a48ce-50bc-31e5-9710-8f4802aa18e7,1990,16,China Girl,258000
David Bowie,Changesbowie,e25a48ce-50bc-31e5-9710-8f4802aa18e7,1990,17,Modern Love,239000
David Bowie,Changesbowie,e25a48ce-50bc-31e5-9710-8f4802aa18e7,1990,18,Blue Jean,190000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,1,The Wedding,304000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,2,Youve Been Around,285000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,3,I Feel Free,292000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,4,Black Tie White Noise,270000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,5,Jump They Say,262000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,6,Nite Flights,270000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,7,Pallas Athena,280000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,8,Miracle Goodnight,254000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,9,Dont Let Me Down & Down,295000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,10,Looking for Lester,336000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,11,I Know Its Gonna Happen Someday,254000
David Bowie,Black Tie White Noise,e330751d-d276-4b68-b0f9-8d7152f27f44,1993,12,The Wedding Song,269000
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,1,Buddha of Suburbia,269333
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,2,Sex and the Church,383826
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,3,South Horizon,324733
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,4,The Mysteries,431640
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,5,"Bleed Like a Craze, Dad",323066
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,6,Strangers When We Meet,298626
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,7,Dead Against It,347506
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,8,Untitled No. 1,302626
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,9,"Ian Fish, U.K. Heir",389133
David Bowie,The Buddha of Suburbia,ecd78641-3c69-3c60-b4cc-17fc8b325ca2,1994,10,Buddha of Suburbia,260533
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,1,Speed of Life,167333
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,2,Breaking Glass,113000
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,3,What in the World,143333
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,4,Sound and Vision,183666
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,5,Always Crashing in the Same Car,213333
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,6,Be My Wife,176666
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,7,A New Career in a New Town,175333
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,8,Warszawa,383826
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,9,Art Decade,227506
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,10,Weeping Wall,208666
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,11,Subterraneans,342000
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,12,Some Are,196000
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,13,All Saints,218000
David Bowie,Low,ef2acf5d-0bc5-3c5a-9531-fcc918fb73b8,1991-09-27,14,Sound + Vision (David Richards remix 1991),280893
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,1,Introduction,15000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,2,Hang On to Yourself,167000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,3,Ziggy Stardust,204000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,4,Changes,212000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,5,The Supermen,177000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,6,Life on Mars?,209000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,7,Five Years,321000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,8,Space Oddity,322000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,9,Andy Warhol,238000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,10,My Death,357000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,11,The Width of a Circle,639000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,12,Queen Bitch,181000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,13,Moonage Daydream,278000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,14,"John, Im Only Dancing",216000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,15,Waiting for the Man,360000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,16,The Jean Genie,242000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,17,Suffragette City,265000
David Bowie,Santa Monica 72,f3d5a72d-d534-4d28-bf63-3461bf5ab3bc,1994,18,Rock n Roll Suicide,197000
David Bowie,Stage,fc7fe896-3834-48da-aa4f-32a78a7c21db,1991,1,Hang On to Yourself,205333
David Bowie,Stage,fc7fe896-3834-48da-aa4f-32a78a7c21db,1991,2,Ziggy Stardust,212266
David Bowie,Stage,fc7fe896-3834-48da-aa4f-32a78a7c21db,1991,3,Five Years,237173
David Bowie,Stage,fc7fe896-3834-48da-aa4f-32a78a7c21db,1991,4,Soul Love,175266
David Bowie,Stage,fc7fe896-3834-48da-aa4f-32a78a7c21db,1991,5,Star,153933
David Bowie,Stage,fc7fe896-3834-48da-aa4f-32a78a7c21db,1991,6,Station to Station,529960
David Bowie,Stage,fc7fe896-3834-48da-aa4f-32a78a7c21db,1991,7,Fame,247000
David Bowie,Stage,fc7fe896-3834-48da-aa4f-32a78a7c21db,1991,8,TVC 15,277400
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,1,The Wedding,304333
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,2,Youve Been Around,283800
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,3,I Feel Free,292026
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,4,Black Tie White Noise,293973
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,5,Jump They Say,263200
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,6,Nite Flights,274893
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,7,Pallas Athena,279973
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,8,Miracle Goodnight,252493
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,9,Dont Let Me Down & Down,293173
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,10,Looking for Lester,337093
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,11,I Know Its Gonna Happen Someday,247066
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,12,The Wedding Song,276066
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,13,Jump They Say (alternate mix),244840
David Bowie,Black Tie White Noise,fce82de3-d8c3-4bb7-93f0-fc2ac32ff03f,1993-04,14,Lucy Cant Dance,347026
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,1,Speed of Life,167333
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,2,Breaking Glass,113000
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,3,What in the World,143333
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,4,Sound and Vision,183666
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,5,Always Crashing in the Same Car,213333
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,6,Be My Wife,176666
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,7,A New Career in a New Town,175333
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,8,Warszawa,383826
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,9,Art Decade,227506
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,10,Weeping Wall,208666
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,11,Subterraneans,342000
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,12,Some Are,196000
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,13,All Saints,218000
David Bowie,Low,02e2a2f6-0da2-34cb-8e65-a05447ed1994,1991-08-20,14,Sound + Vision (David Richards remix 1991),280893
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,1,Liza Jane,138000
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,2,Louie Louie Go Home,132733
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,3,I Pity the Fool,129173
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,4,Take My Tip,135800
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,5,Thats Where My Heart Is,148360
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,6,I Want My Baby Back,159733
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,7,Bars of the County Jail,127000
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,8,Youve Got a Habit of Leaving,151666
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,9,Baby Loves That Way,182773
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,10,Ill Follow You,122360
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,11,Glad Ive Got Nobody,151506
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,12,Cant Help Thinking About Me,167200
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,13,And I Say to Myself,149266
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,14,Do Anything You Say,151933
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,15,Good Morning Girl,134333
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,16,I Dig Everything,164600
David Bowie,Early On (19641966),037a7ef3-20ee-447e-bbbd-01f0fcc70cbc,1991,17,Im Not Losing Sleep,172333
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,1,Changes,217640
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,2,Oh! You Pretty Things,192226
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,3,Eight Line Poem,175773
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,4,Life on Mars?,234000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,5,Kooks,173493
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,6,Quicksand,308506
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,7,Fill Your Heart,187133
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,8,Andy Warhol,236866
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,9,Song for Bob Dylan,252293
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,10,Queen Bitch,198706
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,11,The Bewlay Brothers,327000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,12,Bombers,161000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,13,The Supermen (alternate version),163000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,14,Quicksand (demo version),286000
David Bowie,Hunky Dory,04490fb2-a861-3db8-a8c6-386d8f9da1dc,1996,15,The Bewlay Brothers (alternate mix),320426
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,1,Young Americans,314000
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,2,Win,288666
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,3,Fascination,351333
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,4,Right,261000
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,5,Somebody Up There Likes Me,394493
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,6,Across the Universe,272840
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,7,Can You Hear Me,308600
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,8,Fame,260066
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,9,Who Can I Be Now?,279000
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,10,Its Gonna Be Me,390000
David Bowie,Young Americans,0977fcbf-14e3-439e-83bf-7d907d65e6f9,1991,11,"John, Im Only Dancing Again",417800
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,1,DayIn DayOut,334733
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,2,Time Will Crawl,258200
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,3,Beat of Your Drum,303666
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,4,Never Let Me Down,244360
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,5,Zeroes,345240
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,6,Glass Spider,331026
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,7,Shining Star (Makin My Love),304440
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,8,New Yorks in Love,271960
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,9,87 and Cry,258306
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,10,Bang Bang,271866
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,11,Julie,222266
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,12,Girls,335066
David Bowie,Never Let Me Down,099bb651-1808-497e-a5a6-3555ac18624a,1995,13,When the Wind Blows,213000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,1,Five Years,282400
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,2,Soul Love,213000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,3,Moonage Daydream,277333
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,4,Starman,256466
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,5,It Aint Easy,177000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,6,Lady Stardust,201106
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,7,Star,167160
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,8,Hang On to Yourself,158000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,9,Ziggy Stardust,193266
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,10,Suffragette City,205466
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,11,Rock n Roll Suicide,177000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,12,"John, Im Only Dancing",163000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,13,Velvet Goldmine,189000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,14,Sweet Head,254000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,15,Ziggy Stardust (demo),155000
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders From Mars,0bd09465-232e-4889-b866-eed92b4e4ec5,1990,16,Lady Stardust (demo),215000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,1,Leon Takes Us Outside,85000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,2,Outside,245000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,3,The Hearts Filthy Lesson,298000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,4,A Small Plot of Land,395000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,5,Segue: Baby Grace (A Horrid Cassette),100000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,6,Hallo Spaceboy,315000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,7,The Motel,411000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,8,I Have Not Been to Oxford Town,229000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,9,No Control,273000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,10,Segue: Algeria Touchshriek,124000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,11,The Voyeur of Utter Destruction (As Beauty),261000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,12,Segue: Ramona A. Stone / I Am With Name,241000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,13,Wishful Beginnings,309000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,14,We Prick You,276000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,15,Segue: Nathan Adler,61000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,16,Im Deranged,271000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,17,Thru These Architects Eyes,262000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,18,Segue: Nathan Adler,29000
David Bowie,1. Outside: The Nathan Adler Diaries - A Hyper Cycle,0c9aea62-5723-4dab-9fde-663081e9431a,1995,19,Strangers When We Meet,307000
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,1,Leon Takes Us Outside,85600
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,2,Outside,244933
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,3,The Hearts Filthy Lesson,297533
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,4,A Small Plot of Land,394866
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,5,Segue: Baby Grace (A Horrid Cassette),99893
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,6,Hallo Spaceboy,314466
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,7,The Motel,410906
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,8,I Have Not Been to Oxford Town,229426
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,9,No Control,272933
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,10,Segue: Algeria Touchshriek,123840
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,11,The Voyeur of Utter Destruction (As Beauty),261093
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,12,Segue: Ramona A. Stone / I Am With Name,241373
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,13,We Prick You,275466
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,14,Segue: Nathan Adler,60760
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,15,Im Deranged,271133
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,16,Thru These Architects Eyes,262173
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,17,Segue: Nathan Adler,28466
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,18,Strangers When We Meet,307626
David Bowie,1.Outside: Version 2,12938f6f-e0ca-327c-9864-fe016551e0e8,1996,19,Hallo Spaceboy (Pet Shop Boys remix),264507
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,1,1984,201173
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,2,Rebel Rebel,161266
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,3,Moonage Daydream,315800
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,4,Sweet Thing / Candidate / Sweet Thing (reprise),518266
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,5,Changes,200626
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,6,Suffragette City,224573
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,7,Aladdin Sane,297893
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,8,All the Young Dudes,257906
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,9,Cracked Actor,204733
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,10,Rock n Roll With Me,255293
David Bowie,David Live,1352a8a5-2494-3f02-bfa5-496d10e04c52,1990,11,Watch That Man,307906
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,1,Watch That Man,270133
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,2,Aladdin Sane (19131938197?),307800
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,3,DriveIn Saturday,276200
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,4,Panic in Detroit,267626
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,5,Cracked Actor,181800
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,6,Time,314706
David Bowie,Aladdin Sane,18dee048-e34f-379f-9b90-074c8237232b,1990,7,The Prettiest Star,211026
